Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
17,CCT5,-0.27,26.7,5.44E-15
17,DCTD,-0.3,9,5.47E-15
17,PSMD14,-0.47,16.7,6.18E-15
17,GLOD4,-0.27,16.7,6.19E-15
17,RABAC1,-0.35,33.8,6.26E-15
17,CTNNBL1,-0.36,11.4,6.26E-15
17,MIR4435-2HG,-0.46,21,6.65E-15
17,SLC25A23,0.35,27.1,6.68E-15
17,ADORA2A,-0.29,1.4,6.92E-15
17,GLS,-0.3,34.3,7.43E-15
17,HSPB11,-0.39,13.8,7.79E-15
17,NIPA2,-0.37,11.4,7.93E-15
17,IFNG,-1.26,6.7,7.98E-15
17,NR4A3,-0.33,17.1,8.25E-15
17,ATRX,-0.4,53.8,8.36E-15
17,NEK3,0.43,24.8,8.65E-15
17,COA1,-0.52,41.9,8.81E-15
17,PLEKHA7,0.27,22.9,9.03E-15
17,EXOSC1,-0.48,16.7,9.30E-15
17,EIF2S1,-0.44,22.9,9.30E-15
17,SLC25A3,-0.37,74.3,9.57E-15
17,REST,-0.27,14.3,1.01E-14
17,PIK3CG,-0.28,9.5,1.03E-14
17,SNX2,-0.39,22.4,1.06E-14
17,AKAP9,0.9,87.1,1.07E-14
17,CCR6,-0.36,7.1,1.09E-14
17,IL27RA,-0.27,18.1,1.15E-14
17,SIVA1,-0.43,28.6,1.17E-14
17,VAMP7,-0.32,7.6,1.20E-14
17,AHSA1,-0.55,42.4,1.20E-14
17,TAX1BP3,0.34,44.3,1.21E-14
17,RASA2,-0.31,26.7,1.29E-14
17,ZG16,1.12,22.4,1.30E-14
17,FAM96A,-0.36,18.1,1.31E-14
17,CHIC2,-0.3,10.5,1.39E-14
17,CCDC115,-0.28,11.4,1.41E-14
17,BTF3L4,-0.36,19.5,1.46E-14
17,VKORC1,-0.49,11.4,1.47E-14
17,MAPKAPK3,-0.27,9,1.57E-14
17,NUDT5,-0.4,16.2,1.59E-14
17,TPM3,-0.4,89,1.75E-14
17,IL32,-1,73.8,1.79E-14
17,ENO2,-0.26,2.9,1.84E-14
17,KLF2,-0.26,17.6,1.88E-14
17,LAMP2,-0.35,34.3,1.89E-14
17,DERL2,-0.5,18.1,1.92E-14
17,PSMG2,-0.44,15.2,2.07E-14
17,RNF139,-0.28,9.5,2.14E-14
17,HSP90AB1,-0.49,82.4,2.23E-14
17,RAB1A,-0.36,41.9,2.24E-14
17,IMP3,-0.34,26.2,2.27E-14
17,SLAMF6,-0.37,15.2,2.55E-14
17,SATB1,-0.5,19.5,2.72E-14
17,TNFRSF6B,0.35,12.9,2.76E-14
17,KCTD20,-0.29,25.7,2.77E-14
17,ARHGAP27,0.38,63.8,2.80E-14
17,SDAD1,-0.3,13.3,2.83E-14
17,SIRT6,0.8,37.6,2.86E-14
17,SCARNA2,0.27,13.3,2.88E-14
17,CAPZA2,-0.27,48.6,2.99E-14
17,ECH1,-0.32,41.9,3.12E-14
17,ACOT11,0.35,68.1,3.19E-14
17,GPR174,-0.25,0,3.25E-14
17,BROX,-0.32,65.7,3.26E-14
17,LAMTOR5,-0.28,31.9,3.27E-14
17,MAGEH1,-0.43,2.9,3.27E-14
17,ICAM2,-0.68,26.7,3.34E-14
17,NT5C,0.63,57.6,3.37E-14
17,PRDX3,-0.29,31,3.42E-14
17,TMEM44,0.38,29.5,3.44E-14
17,SNX10,-0.35,5.2,3.46E-14
17,RANGRF,-0.35,4.3,3.49E-14
17,CMC2,-0.51,40,3.59E-14
17,HIST2H4A,0.42,26.7,3.62E-14
17,METTL23,-0.61,13.3,3.70E-14
17,NXT1,-0.26,6.7,4.01E-14
17,SF3B2,-0.3,53.3,4.02E-14
17,NBN,-0.44,17.1,4.02E-14
17,SF3B5,-0.44,25.2,4.09E-14
17,POLE3,-0.38,17.1,4.16E-14
17,MYO5C,0.56,31,4.37E-14
17,DIAPH1,-0.3,30,4.39E-14
17,TM4SF1,0.43,25.2,4.41E-14
17,MGEA5,-0.39,41,4.45E-14
17,HSD17B10,-0.35,19.5,4.51E-14
17,FLT3LG,-0.44,20,4.59E-14
17,RNF138,-0.31,15.2,4.63E-14
17,BLVRA,-0.45,2.9,4.80E-14
17,DEDD2,-0.34,27.6,4.86E-14
17,GPX4,-0.48,42.9,4.91E-14
17,GMDS,0.38,53.8,5.28E-14
17,PSMD11,-0.43,32.4,5.48E-14
17,TIMM23,-0.3,11.4,5.50E-14
17,MMADHC,-0.4,25.7,5.60E-14
17,RPL29,-0.25,64.8,5.79E-14
17,POP5,-0.49,12.9,5.87E-14
17,DCAF7,-0.37,26.2,6.01E-14
17,TAF15,-0.54,10,6.04E-14
17,TECR,-0.48,48.6,6.42E-14
17,ACTR1A,-0.28,35.2,6.49E-14
17,ARNTL,-0.49,13.8,6.49E-14
17,TBCD,-0.25,14.3,6.62E-14
17,SS18L2,-0.32,15.7,6.81E-14
17,SF3B6,-0.29,25.7,6.98E-14
17,ANP32B,-0.39,31.4,7.29E-14
17,NUDC,-0.32,31.9,7.32E-14
17,GPX1,-0.68,37.6,7.49E-14
17,RNPS1,-0.4,51,7.86E-14
17,ATP6V1B2,-0.29,23.3,8.06E-14
17,DOCK6,0.5,41,8.35E-14
17,GABARAPL1,-0.46,19.5,8.37E-14
17,PRKCQ-AS1,-0.57,4.3,8.40E-14
17,CD2BP2,-0.31,15.2,8.75E-14
17,IL18R1,-0.3,3.3,8.84E-14
17,HAPLN3,-0.33,3.8,9.45E-14
17,GYG1,-0.47,14.8,9.82E-14
17,TACC3,-0.28,7.6,9.82E-14
17,RABGAP1L,-0.51,71.4,9.86E-14
17,C14ORF166,-0.33,31.9,1.02E-13
17,BID,-0.39,14.8,1.07E-13
17,ITM2C,0.64,68.1,1.09E-13
17,SHKBP1,-0.4,45.7,1.10E-13
17,PSIP1,-0.26,41.4,1.13E-13
17,FBXO15,0.28,84.8,1.14E-13
17,LAX1,-0.26,12.4,1.14E-13
17,ACTN4,0.65,65.2,1.18E-13
17,LYAR,-0.31,9.5,1.22E-13
17,TPCN1,0.46,52.4,1.23E-13
17,ANO7,0.26,18.6,1.28E-13
17,NUPR1,0.58,62.9,1.29E-13
17,SNHG6,-0.53,17.1,1.33E-13
17,TRA2A,-0.3,63.3,1.34E-13
17,EMP2,0.7,74.8,1.41E-13
17,CBLL1,-0.26,11.4,1.46E-13
17,ABO,0.32,52.4,1.46E-13
17,FIP1L1,-0.34,15.7,1.53E-13
17,EPB41L2,0.51,37.6,1.55E-13
17,PARL,-0.38,9,1.59E-13
17,NUDT21,-0.44,20,1.66E-13
17,FRYL,0.7,73.3,1.66E-13
17,CLIP4,-0.29,4.3,1.70E-13
17,ST6GALNAC6,-0.26,21,1.77E-13
17,CDC26,-0.47,15.7,1.84E-13
17,S100A13,0.33,22.9,1.90E-13
17,CTTN,0.45,41.4,1.91E-13
17,PRR13,-0.34,72.9,1.91E-13
17,NUP58,-0.36,15.7,1.93E-13
17,NDUFAB1,-0.4,20.5,1.97E-13
17,ADA,-0.43,14.3,2.24E-13
17,PCM1,-0.29,63.8,2.26E-13
17,FASLG,-0.46,4.3,2.30E-13
17,PKD1,0.25,42.4,2.37E-13
17,KAT2B,-0.29,5.2,2.41E-13
17,ERN1,-0.57,29,2.52E-13
17,MECOM,0.34,49,2.57E-13
17,RNF13,-0.34,17.1,2.64E-13
17,C21ORF91,0.27,11.9,2.66E-13
17,TRIP10,0.31,23.3,2.78E-13
17,ZEB1,-0.47,17.1,2.83E-13
17,DPM1,-0.4,18.6,2.87E-13
17,SDHA,-0.39,47.1,2.96E-13
17,CORO7,-0.3,37.1,3.04E-13
17,SSU72,-0.3,46.2,3.10E-13
17,PSMC6,-0.38,39.5,3.10E-13
17,FLOT2,-0.28,17.6,3.11E-13
17,KPNB1,-0.26,42.4,3.16E-13
17,RTEL1,0.26,26.2,3.40E-13
17,PGD,-0.3,9.5,3.52E-13
17,POLR3E,-0.37,22.4,3.68E-13
17,TNF,-0.66,9,3.71E-13
17,YIPF5,-0.43,23.3,3.74E-13
17,MGAT4A,-0.34,28.6,3.86E-13
17,SLC40A1,0.4,35.2,4.29E-13
17,MED31,-0.61,6.7,4.33E-13
17,THOC3,-0.26,9,4.41E-13
17,CDH1,0.38,55.2,4.44E-13
17,TXK,-0.52,12.9,4.60E-13
17,PLEKHO1,-0.29,0.5,4.71E-13
17,SNAPC5,-0.39,7.6,4.73E-13
17,MED27,-0.3,2.9,4.74E-13
17,GABRE,0.31,42.4,4.74E-13
17,TWISTNB,-0.37,8.1,4.78E-13
17,TSPAN32,-0.62,4.3,4.92E-13
17,DHX36,-0.4,41,5.10E-13
17,MAP1LC3A,0.38,32.4,5.14E-13
17,HNRNPH3,-0.25,33.3,5.46E-13
17,AASDHPPT,-0.34,9.5,5.50E-13
17,DUSP16,-0.54,9.5,5.70E-13
17,GIT2,-0.36,36.2,5.75E-13
17,COMMD3-BMI1,-0.37,9,5.92E-13
17,CC2D1A,0.37,55.7,6.03E-13
17,HAT1,-0.45,31.9,6.44E-13
17,DRAM2,-0.41,13.3,6.49E-13
17,PRAF2,-0.32,4.3,6.49E-13
17,MST1,0.32,12.9,6.56E-13
17,FBL,-0.38,19,6.74E-13
17,MAD2L2,-0.42,6.7,6.96E-13
17,CHCHD3,-0.28,14.8,7.03E-13
17,IQGAP2,-0.5,31.4,7.13E-13
17,ATP6V1E1,-0.5,24.3,7.18E-13
17,GSDMB,0.53,54.3,7.20E-13
17,RHBDF1,0.4,13.3,7.44E-13
17,IGF2BP2,0.43,31.4,7.64E-13
17,HIP1R,0.42,41.9,7.69E-13
17,PCMTD1,-0.27,22.9,7.71E-13
17,MIF4GD,-0.36,4.3,8.12E-13
17,ALG5,-0.4,12.9,8.32E-13
17,UBASH3A,-0.27,3.3,8.33E-13
17,UTP18,-0.28,8.1,8.34E-13
17,PPM1M,-0.28,5.2,8.57E-13
17,TIFA,-0.36,5.2,8.83E-13
17,RAB37,-0.33,10.5,8.98E-13
17,FAM110A,-0.31,5.2,9.03E-13
17,ARL6IP1,-0.4,57.1,9.32E-13
17,ESRRA,0.45,26.7,9.53E-13
17,MIER3,0.42,29.5,9.91E-13
17,GET4,0.39,55.2,1.00E-12
17,PEBP1,-0.51,63.8,1.02E-12
17,DUSP11,-0.35,13.8,1.03E-12
17,SACM1L,-0.28,15.7,1.04E-12
17,SF3A3,-0.33,28.6,1.06E-12
17,DECR1,-0.46,32.4,1.16E-12
17,PNPLA2,0.48,58.1,1.18E-12
17,NSMAF,-0.34,10.5,1.18E-12
17,SAMD9L,-0.26,23.8,1.21E-12
17,GRSF1,-0.34,36.7,1.23E-12
17,USP15,-0.64,70.5,1.25E-12
17,CCT3,-0.27,39.5,1.31E-12
17,LSM6,-0.27,6.7,1.37E-12
17,DDB2,-0.27,19,1.41E-12
17,HERC1,-0.27,42.4,1.43E-12
17,VPS29,-0.48,40,1.51E-12
17,ATP8B4,-0.33,3.3,1.55E-12
17,RNASET2,-0.55,39.5,1.55E-12
17,PPWD1,-0.29,11.4,1.56E-12
17,SYNRG,-0.29,50,1.57E-12
17,CASP3,-0.29,17.1,1.57E-12
17,NOL3,0.27,21.9,1.59E-12
17,ENTPD4,-0.42,20.5,1.65E-12
17,IAH1,-0.42,41,1.69E-12
17,PPP4R3B,-0.26,33.8,1.74E-12
17,GPN1,-0.3,10.5,1.75E-12
17,RMDN2,0.38,21,1.78E-12
17,ZNF410,-0.36,24.3,1.83E-12
17,EIF2A,-0.38,19.5,2.01E-12
17,CCNG1,-0.36,19,2.03E-12
17,CIAO1,-0.3,23.8,2.08E-12
17,NDUFB9,-0.32,29.5,2.31E-12
17,HIST1H2AC,0.29,39.5,2.41E-12
17,ALDH2,0.34,71.4,2.45E-12
17,LYSMD2,-0.28,3.8,2.45E-12
17,KANSL2,-0.41,11.9,2.52E-12
17,KLRC2,-0.67,0.5,2.55E-12
17,GRHL2,0.39,25.7,2.60E-12
17,HAVCR2,-0.6,22.9,2.61E-12
17,WDFY2,-0.38,22.4,2.70E-12
17,SNX1,-0.43,42.9,2.80E-12
17,SNRPC,-0.26,21.9,2.84E-12
17,NAB1,-0.57,8.6,2.85E-12
17,NAGK,-0.51,38.6,3.16E-12
17,MAGED2,-0.26,22.4,3.33E-12
17,ZFAND5,-0.39,54.3,3.35E-12
17,EIF4A3,-0.61,47.6,3.41E-12
17,BCCIP,-0.26,18.6,3.41E-12
17,KALRN,0.29,32.4,3.64E-12
17,ZNF430,-0.26,32.9,3.93E-12
17,ITGA5,-0.27,5.2,4.18E-12
17,SEC23B,-0.26,19,4.28E-12
17,GTF2B,-0.58,30.5,4.58E-12
17,LDLR,0.7,76.7,4.59E-12
17,AGTRAP,-0.61,12.9,4.67E-12
17,PAG1,-0.28,39,4.74E-12
17,GLRX,-0.28,31.9,4.74E-12
17,FUS,-0.34,69.5,4.80E-12
17,WDR36,-0.27,14.8,5.02E-12
17,RNF125,-0.58,48.6,5.13E-12
17,CCDC28A,-0.3,8.6,5.35E-12
17,EWSR1,-0.26,60,5.43E-12
17,UFC1,-0.58,38.1,5.77E-12
17,SRSF9,-0.25,23.3,5.97E-12
17,IL18RAP,-0.35,2.4,6.16E-12
17,MECP2,-0.41,23.3,6.27E-12
17,TMF1,-0.37,33.8,6.41E-12
17,REG4,1.04,23.3,6.50E-12
17,SLC25A25,0.32,34.8,6.57E-12
17,USP39,-0.29,15.7,6.72E-12
17,DBF4,-0.4,10.5,6.83E-12
17,ZDHHC6,-0.39,14.3,7.07E-12
17,TMEM33,-0.26,33.3,7.72E-12
17,PRPF18,-0.25,8.1,7.96E-12
17,CTGF,0.91,23.8,8.38E-12
17,DUSP12,-0.33,10.5,8.51E-12
17,CALHM2,-0.29,3.8,8.69E-12
17,FRG1,-0.28,11,8.71E-12
17,SEMA4B,0.35,28.6,8.82E-12
17,EXD3,0.26,35.2,8.98E-12
17,LPIN3,0.29,47.6,9.02E-12
17,TRAPPC4,-0.43,31.4,9.20E-12
17,HIST1H1C,0.62,48.1,9.44E-12
17,LAIR1,-0.44,18.1,9.46E-12
17,PSMD4,-0.34,37.6,9.46E-12
17,PEPD,-0.35,12.4,9.67E-12
17,UBE2A,-0.36,30.5,9.99E-12
17,PBX4,-0.31,3.3,1.00E-11
17,CNOT2,-0.31,50,1.01E-11
17,PAWR,0.26,41.9,1.02E-11
17,LTBP4,0.81,41.9,1.04E-11
17,RDH11,-0.31,27.1,1.07E-11
17,NSMCE1,-0.28,17.1,1.07E-11
17,TVP23B,-0.5,20,1.11E-11
17,PLEKHA5,0.8,73.8,1.16E-11
17,ARMCX3,-0.28,11.4,1.17E-11
17,HSF4,0.27,11.4,1.18E-11
17,CRTAM,-0.57,10.5,1.22E-11
17,PTTG1,-0.38,6.2,1.30E-11
17,FKBP11,-0.77,31,1.32E-11
17,JCHAIN,-4.62,75.2,1.36E-11
17,LMNA,0.42,82.9,1.42E-11
17,PFKFB2,0.31,27.6,1.44E-11
17,DTX2,0.29,47.1,1.48E-11
17,NPDC1,0.97,27.6,1.54E-11
17,PVT1,-0.31,22.4,1.54E-11
17,HMOX2,-0.51,33.8,1.60E-11
17,KLHL28,-0.27,19,1.60E-11
17,NBPF1,0.37,43.3,1.62E-11
17,TRAPPC6A,-0.47,9,1.63E-11
17,ESD,-0.6,21,1.68E-11
17,QRICH1,-0.28,29.5,1.82E-11
17,LYPLA1,-0.25,27.1,1.86E-11
17,GNG10,-0.36,5.7,1.88E-11
17,ANKRD10,-0.49,56.2,1.88E-11
17,PRSS22,0.37,10.5,1.92E-11
17,TEX264,-0.37,13.8,1.98E-11
17,PPIG,-0.4,35.2,2.00E-11
17,MYO1B,0.26,31,2.04E-11
17,PPP1CC,-0.28,36.7,2.05E-11
17,ATP1B3,-0.49,51,2.06E-11
17,TMEM176B,0.77,40,2.12E-11
17,C10ORF128,-0.43,3.3,2.15E-11
17,CMC1,-0.68,18.6,2.19E-11
17,TSNAX,-0.28,25.2,2.22E-11
17,CNIH1,-0.59,13.8,2.31E-11
17,C6ORF1,-0.39,6.7,2.34E-11
17,PDCD2,-0.3,8.1,2.41E-11
17,NDUFA12,-0.4,24.8,2.43E-11
17,NSL1,-0.28,7.1,2.44E-11
17,CWC15,-0.28,22.4,2.45E-11
17,GGPS1,-0.34,11.9,2.53E-11
17,FAM160A2,0.28,32.4,2.56E-11
17,JMJD6,-0.37,28.1,2.56E-11
17,TMEM70,-0.38,9,2.76E-11
17,MED30,-0.32,8.1,2.81E-11
17,FKBP3,-0.37,20,3.12E-11
17,AP3S1,-0.35,22.9,3.22E-11
17,GPR160,0.58,30.5,3.49E-11
17,CYCS,-0.28,71,3.49E-11
17,TSC2,0.45,57.6,3.61E-11
17,TAF9,-0.39,16.7,3.71E-11
17,DNAJA1,-0.36,67.6,4.08E-11
17,CAT,-0.26,18.1,4.15E-11
17,APBA2,-0.28,6.2,4.23E-11
17,HAUS3,-0.29,25.7,4.36E-11
17,C2ORF88,0.32,36.7,4.41E-11
17,AKAP13,-0.51,78.6,4.42E-11
17,CDK4,-0.36,21.4,4.56E-11
17,UBE2V2,-0.34,24.3,4.58E-11
17,CD83,-1.03,32.4,4.59E-11
17,GPI,-0.34,62.4,4.66E-11
17,TIMM17A,-0.36,30.5,4.67E-11
17,POU2F2,-0.34,10,4.83E-11
17,TMEM140,-0.29,9.5,5.27E-11
17,UBL7,-0.44,9.5,5.31E-11
17,CHMP1B,-0.32,46.2,5.37E-11
17,AZGP1,0.3,18.1,5.42E-11
17,HSPA1A,0.32,85.2,5.62E-11
17,NCOR1,0.53,95.2,5.63E-11
17,MLPH,0.94,45.7,5.68E-11
17,PRDX1,-0.45,51.9,5.81E-11
17,HLA-DQA1,-0.69,38.1,5.89E-11
17,TCF7,-0.28,17.1,5.95E-11
17,TXNDC9,-0.3,9,6.01E-11
17,IDH3B,-0.27,25.7,6.02E-11
17,METTL3,-0.26,18.6,6.34E-11
17,TESPA1,-0.44,20.5,6.36E-11
17,CHMP4A,-0.52,39.5,6.65E-11
17,CCNT1,-0.31,12.9,6.69E-11
17,JKAMP,-0.28,15.7,6.77E-11
17,ATG12,-0.57,36.2,6.84E-11
17,MIR155HG,-0.33,3.8,6.89E-11
17,VTI1B,-0.35,20.5,7.14E-11
17,CTSD,-0.81,66.2,7.65E-11
17,DCPS,-0.34,6.7,7.83E-11
17,MEI1,-0.88,16.7,8.08E-11
17,CUL3,-0.29,25.7,8.09E-11
17,FCHO2,0.48,31.9,8.47E-11
17,PARP9,-0.31,28.6,8.52E-11
17,ERRFI1,0.3,24.8,8.74E-11
17,HEXA,-0.33,36.2,8.77E-11
17,WDR74,0.6,71.9,8.99E-11
17,MT2A,0.71,56.2,9.16E-11
17,TMX4,0.25,25.2,9.25E-11
17,GPR18,-0.51,9.5,9.43E-11
17,DTD1,-0.33,10,9.51E-11
17,ATIC,-0.34,13.8,9.84E-11
17,MTCH2,-0.45,16.7,1.00E-10
17,HM13,-0.37,52.4,1.00E-10
17,SH2D3A,0.26,61.4,1.03E-10
17,C6ORF48,-0.32,29,1.09E-10
17,CD226,-0.4,18.1,1.09E-10
17,ACADS,0.36,31.4,1.13E-10
17,COX5B,0.56,78.6,1.14E-10
17,RNASEH2B,-0.35,42.9,1.17E-10
17,SMDT1,-0.3,25.7,1.19E-10
17,PPP1R12A,-0.3,56.7,1.20E-10
17,ISOC1,-0.33,9,1.21E-10
17,CTBS,-0.27,19.5,1.29E-10
17,RALA,-0.27,17.6,1.34E-10
17,HIST1H4H,0.34,24.8,1.37E-10
17,DYNLRB1,-0.42,31.9,1.37E-10
17,TIMM17B,-0.31,30.5,1.44E-10
17,EIF3J,-0.3,15.2,1.46E-10
17,CXCL13,-1.01,1.4,1.72E-10
17,MRPS24,-0.27,27.1,1.73E-10
17,PARP15,-0.31,47.6,1.80E-10
17,B4GALT3,-0.33,13.8,1.84E-10
17,MRPL49,-0.28,15.7,1.84E-10
17,UFD1L,-0.44,40.5,1.88E-10
17,MAD1L1,-0.5,8.1,1.94E-10
17,FCRL6,-0.8,12.9,2.02E-10
17,MSL3,-0.32,23.3,2.11E-10
17,BLVRB,0.71,44.8,2.14E-10
17,TYROBP,-1.66,13.3,2.21E-10
17,OAZ2,-0.71,35.7,2.53E-10
17,TSR2,-0.32,11.4,2.64E-10
17,ALG13,-0.46,34.3,2.64E-10
17,CEACAM21,-0.28,1.4,2.71E-10
17,MYO10,0.74,59.5,2.77E-10
17,PRDX4,-0.67,11,2.78E-10
17,CDKN1A,0.43,72.9,2.85E-10
17,KLRD1,-1.05,73.3,2.92E-10
17,FUNDC2,-0.32,29.5,3.06E-10
17,MRPL16,-0.37,11.9,3.06E-10
17,STARD13,0.34,15.2,3.12E-10
17,PLAA,-0.28,9.5,3.23E-10
17,RUNX1,-0.28,34.3,3.37E-10
17,HLA-DMB,-0.71,13.8,3.38E-10
17,LSM2,-0.41,11.9,3.40E-10
17,EIF4E2,-0.32,25.2,3.50E-10
17,COMT,-0.56,28.6,3.50E-10
17,METTL8,-0.36,46.7,3.72E-10
17,RARS,-0.46,18.6,3.79E-10
17,TRAF3,-0.34,12.4,3.84E-10
17,SYPL1,-0.51,19,3.95E-10
17,EML4,-0.31,60.5,4.02E-10
17,C1D,-0.27,12.9,4.05E-10
17,ITGAX,-0.39,40.5,4.21E-10
17,AQP7,0.37,16.2,4.45E-10
17,TMEM156,-0.36,19,4.45E-10
17,STX8,-0.42,14.3,4.50E-10
17,RBFOX2,0.26,17.6,4.62E-10
17,COPS4,-0.31,16.7,4.69E-10
17,MRPL40,-0.28,11.9,4.75E-10
17,BCL6,-0.42,14.8,4.77E-10
17,PHF11,-0.39,34.3,4.78E-10
17,DNM2,0.27,77.1,5.10E-10
17,SPINT2,0.74,61,5.49E-10
17,TUFT1,0.29,32.4,5.60E-10
17,XPO6,-0.31,14.3,5.62E-10
17,PRKX,-0.28,32.4,5.64E-10
17,NAXE,-0.33,11.4,5.69E-10
17,MTMR14,-0.32,33.3,5.77E-10
17,GADD45B,0.55,67.1,5.81E-10
17,CDK11A,0.36,69,5.85E-10
17,KPNA2,-0.35,28.1,5.86E-10
17,UBE2F,-0.51,26.7,5.91E-10
17,AMD1,-0.43,45.7,5.92E-10
17,PLEKHA2,-0.35,27.6,6.00E-10
17,UTP23,-0.31,9.5,6.03E-10
17,NME2,-0.35,39.5,6.05E-10
17,SLC9A9,-0.28,4.3,6.14E-10
17,EPSTI1,-0.29,25.7,6.89E-10
17,CMBL,0.36,40,7.17E-10
17,SCAMP1,-0.27,7.1,7.55E-10
17,DPAGT1,-0.27,5.7,7.68E-10
17,HSPD1,-0.56,58.1,7.83E-10
17,LAYN,-0.31,4.3,8.38E-10
17,SREBF1,0.29,31.9,8.78E-10
17,CCDC82,-0.32,13.3,9.08E-10
17,GLB1,-0.61,15.7,9.24E-10
17,BRIX1,-0.26,18.6,9.33E-10
17,ABHD14B,-0.4,18.6,9.79E-10
17,POGLUT1,-0.31,14.3,9.84E-10
17,HEBP2,0.29,51.4,9.98E-10
17,UNC50,-0.32,10,1.08E-09
17,IRF9,-0.43,45.7,1.10E-09
17,DCTN3,-0.41,23.8,1.10E-09
17,SEMA6D,0.26,21.4,1.10E-09
17,PRKRA,-0.27,13.8,1.12E-09
17,HAUS1,-0.29,9,1.13E-09
17,COMMD1,-0.26,15.7,1.14E-09
17,VTA1,-0.27,23.8,1.16E-09
17,BEX4,-0.32,4.8,1.18E-09
17,GBAS,-0.26,23.3,1.20E-09
17,TSG101,-0.37,24.8,1.23E-09
17,SRSF4,-0.25,52.4,1.24E-09
17,THOC7,-0.41,11.9,1.24E-09
17,MRPL51,-0.29,25.2,1.26E-09
17,CLIC5,0.28,25.7,1.28E-09
17,PLRG1,-0.29,11,1.31E-09
17,UBA2,-0.25,26.2,1.34E-09
17,SNHG9,0.45,28.6,1.37E-09
17,CNDP2,-0.29,41.9,1.38E-09
17,PEX2,-0.3,20.5,1.43E-09
17,SMARCA2,-0.46,35.7,1.49E-09
17,PDCD6,-0.45,43.8,1.58E-09
17,MTHFD1,-0.3,33.3,1.65E-09
17,CEP170,-0.35,16.2,1.67E-09
17,CTBP2,0.32,36.2,1.72E-09
17,ZC3H12D,-0.32,32.9,1.79E-09
17,EXOSC8,-0.27,21,1.87E-09
17,FCGR3A,-1.15,19,1.90E-09
17,RRAGA,-0.28,17.6,2.07E-09
17,USB1,-0.26,11.9,2.10E-09
17,RER1,-0.25,27.6,2.11E-09
17,IL12RB1,-0.27,28.1,2.15E-09
17,PPA2,-0.46,31,2.20E-09
17,SLC25A11,-0.27,14.3,2.24E-09
17,LRRC1,0.26,24.8,2.25E-09
17,SPATS2L,0.43,62.9,2.26E-09
17,RABGGTB,-0.35,15.7,2.33E-09
17,SMS,-0.34,18.1,2.41E-09
17,GPR15,-0.43,2.4,2.43E-09
17,ATP5H,-0.29,59,2.43E-09
17,ITSN1,0.63,43.8,2.46E-09
17,CD101,-0.32,2.4,2.55E-09
17,C3AR1,-0.29,4.3,2.57E-09
17,KLF6,-0.45,86.2,2.58E-09
17,AP1M1,-0.39,68.6,2.65E-09
17,KLF3,0.31,54.3,2.68E-09
17,DCAF13,-0.29,30.5,2.69E-09
17,TOR1A,-0.33,25.7,2.88E-09
17,GALM,-0.37,25.7,2.89E-09
17,AKR1C3,0.3,23.3,2.90E-09
17,FCER1G,-1.92,18.6,2.90E-09
17,LAMB1,0.86,27.6,2.92E-09
17,PSMC3,-0.32,29,2.99E-09
17,ZC3H13,-0.3,38.6,3.01E-09
17,ASAH1,-0.66,50.5,3.13E-09
17,WARS,-0.5,33.8,3.14E-09
17,MED6,-0.38,26.7,3.28E-09
17,TNFRSF25,-0.44,21.4,3.29E-09
17,EXOSC3,-0.31,18.6,3.32E-09
17,LUM,-0.34,12.4,3.34E-09
17,SRRM2,0.54,84.3,3.43E-09
17,DENND4B,-0.26,12.4,3.43E-09
17,IDI1,-0.3,44.8,3.45E-09
17,MPV17,-0.31,38.1,3.82E-09
17,NELL2,-0.26,2.4,3.85E-09
17,BCL2L11,-0.26,17.6,3.86E-09
17,LAIR2,-0.41,0,4.01E-09
17,COX16,-0.26,23.8,4.07E-09
17,TSPAN7,0.29,12.4,4.35E-09
17,TMEM167A,-0.42,33.8,4.66E-09
17,PDLIM5,0.89,61.9,4.88E-09
17,ATG13,-0.32,35.7,4.98E-09
17,EBP,-0.55,23.3,5.03E-09
17,CLIC3,-0.35,2.9,5.15E-09
17,COMMD9,-0.31,19.5,5.35E-09
17,CXCL8,-0.94,43.3,5.37E-09
17,ANAPC11,-0.26,31.9,5.42E-09
17,ANAPC13,-0.39,15.7,5.43E-09
17,NUTF2,-0.31,26.7,5.65E-09
17,WDR61,-0.28,15.7,5.88E-09
17,ABR,0.36,54.3,5.98E-09
17,MICAL3,0.26,48.6,6.20E-09
17,DUSP1,-0.77,86.2,6.24E-09
17,APPL2,0.26,38.1,6.27E-09
17,TIMP1,-1.26,33.3,6.28E-09
17,CYR61,1.12,15.2,6.54E-09
17,PSMD5,-0.3,11.9,6.65E-09
17,ACTG1,-0.34,97.6,6.68E-09
17,DIABLO,-0.46,37.1,6.80E-09
17,DDX50,-0.25,17.6,6.81E-09
17,S100A11,-0.51,52.9,7.05E-09
17,VDAC1,-0.39,41.9,7.09E-09
17,MAL,-0.37,0,7.18E-09
17,ARF4,0.26,44.8,7.49E-09
17,ACY1,0.64,37.6,7.67E-09
17,GPRC5C,0.32,25.7,8.20E-09
17,EED,-0.3,13.3,8.25E-09
17,REXO2,-0.26,14.3,8.25E-09
17,SRP54,-0.36,32.9,8.26E-09
17,GLA,-0.89,18.1,8.64E-09
17,RBM34,-0.32,31,8.84E-09
17,POLDIP2,-0.25,13.3,8.98E-09
17,NDUFA3,-0.34,57.6,9.04E-09
