Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
6,HEG1,-0.29,1.2,1.09E-46
6,EBF1,-0.26,0.3,1.65E-46
6,HSPG2,-0.35,40.9,1.91E-46
6,ADH1B,-0.9,0.6,1.93E-46
6,COL18A1,-0.54,6.1,2.32E-46
6,AXL,-0.27,1.5,2.39E-46
6,RGS2,-0.75,16.7,2.62E-46
6,PDLIM4,-0.3,2.7,3.55E-46
6,NCKAP1L,-0.27,1.2,4.01E-46
6,SH3BP5,-0.37,8.1,6.78E-46
6,ISCU,-0.45,47.3,7.48E-46
6,GNG11,-0.75,9.5,7.88E-46
6,MYL9,-1.34,16.5,1.04E-45
6,STK17A,-0.59,14.8,1.41E-45
6,SOCS3,-0.76,16.9,1.67E-45
6,CYBRD1,-0.35,5,3.58E-45
6,EMILIN1,-0.41,2.8,4.16E-45
6,BIN2,-0.32,2.9,7.03E-45
6,MRC2,-0.26,1.1,8.02E-45
6,RASSF5,-0.27,1.8,8.61E-45
6,GPNMB,-0.73,6.8,2.35E-44
6,ST3GAL1,-0.25,2.4,3.62E-44
6,PDK4,-0.62,6,1.07E-43
6,C1orf54,-0.35,3.2,1.23E-43
6,SOD3,-0.76,7.4,1.65E-43
6,SGK1,-0.5,6.5,2.18E-43
6,ANGPTL2,-0.31,2,2.36E-43
6,C8orf4,-0.5,3.9,2.62E-43
6,TNXB,-0.57,1.5,4.41E-43
6,MYLIP,-0.29,5.6,4.46E-43
6,TRBC1,-0.98,3.4,4.50E-43
6,CD4,-0.29,1,4.73E-43
6,PRSS23,-0.58,9.2,1.38E-42
6,PCOLCE,-0.8,7.5,1.46E-42
6,DDR2,-0.27,2.1,1.85E-42
6,CD84,-0.31,0.9,1.87E-42
6,STK4,-0.61,27.2,2.20E-42
6,DOK2,-0.32,1.8,3.02E-42
6,DDAH2,-0.43,20.6,3.52E-42
6,AKAP12,-0.4,3.5,5.43E-42
6,CST7,-0.57,1.5,7.07E-42
6,COL5A1,-0.5,3.3,1.55E-41
6,ACVRL1,-0.25,3,2.18E-41
6,SELL,-0.4,1,2.51E-41
6,NR4A2,-0.68,13.7,3.43E-41
6,TNFRSF18,-0.5,2.8,3.69E-41
6,CTSB,-0.35,71.6,4.98E-41
6,ITGA5,-0.3,2.7,7.52E-41
6,HLA-DRA,-2.31,35.7,9.05E-41
6,RARRES2,-1.27,18.6,9.98E-41
6,THBS1,-0.62,8.4,1.74E-40
6,COL5A2,-0.57,5.2,2.67E-40
6,CD68,-0.26,32.5,2.71E-40
6,TNFAIP8,-0.38,9.5,2.88E-40
6,GRAMD1A,-0.25,5.9,3.29E-40
6,SNAI2,-0.26,1.2,5.73E-40
6,COL6A3,-0.98,9.2,5.93E-40
6,MYO1G,-0.29,1.6,1.10E-39
6,RP11-138A9.2,-0.32,1.5,1.24E-39
6,ISLR,-0.36,2.4,1.50E-39
6,GJA1,-0.28,1.3,1.70E-39
6,TPM2,-1.23,13,1.77E-39
6,ARHGAP30,-0.32,3.1,2.68E-39
6,NRP2,-0.27,2.8,3.15E-39
6,CTSK,-0.64,5.9,4.17E-39
6,DCN,-2.47,19.4,7.29E-39
6,ENG,-0.54,7.4,7.31E-39
6,MMP2,-0.87,10.7,7.74E-39
6,PLAT,-0.46,3.7,8.73E-39
6,IGHG1,-2.29,10.2,9.12E-39
6,KCTD12,-0.44,8.2,2.83E-38
6,RP11-796E2.4,-0.32,1.9,3.26E-38
6,PDLIM3,-0.32,1.6,3.68E-38
6,PDGFRB,-0.36,2.1,4.28E-38
6,NKG7,-1.08,2.4,7.54E-38
6,UCP2,-0.59,12.7,9.20E-38
6,F2R,-0.29,2.4,2.67E-37
6,MAFB,-0.47,4.5,2.80E-37
6,PECAM1,-0.53,4.2,3.34E-37
6,CERCAM,-0.25,3.4,4.15E-37
6,ZEB1,-0.27,3.5,6.16E-37
6,CLEC2D,-0.5,6.4,8.51E-37
6,SAMHD1,-0.42,9.1,8.83E-37
6,HLA-C,-0.31,89.6,1.23E-36
6,MARCKS,-0.66,31.2,2.37E-36
6,PIM2,-0.38,6.1,2.72E-36
6,DPT,-1.31,3.6,3.49E-36
6,DKK3,-0.29,1.9,6.33E-36
6,RPS6,-0.25,98.8,9.45E-36
6,FAM129A,-0.31,5.8,1.05E-35
6,HSPA8,0.26,80.6,1.14E-35
6,DUSP2,-0.55,5.2,2.35E-35
6,NAP1L1,-0.36,75.7,2.66E-35
6,IGFBP5,-1.27,7.3,2.74E-35
6,CYR61,-0.98,9.2,3.23E-35
6,LAT,-0.34,3,3.31E-35
6,RP11-138A9.1,-0.32,4.2,3.98E-35
6,SRPX,-0.41,2.1,5.01E-35
6,GIMAP1,-0.28,2,5.06E-35
6,MT1M,-0.43,2,5.88E-35
6,EFEMP1,-0.73,4.3,6.30E-35
6,C1orf162,-0.42,3.1,9.17E-35
6,MT2A,-1.3,60.4,1.30E-34
6,HOPX,-0.52,2.8,1.46E-34
6,PTGER4,-0.28,2.9,1.53E-34
6,IGFBP3,-0.46,23.7,1.63E-34
6,CITED2,-0.56,20.2,2.07E-34
6,RILPL2,-0.31,7.9,2.61E-34
6,SPI1,-0.37,2.5,2.71E-34
6,TSPYL2,-0.36,6.3,4.83E-34
6,STOM,-0.51,16.1,5.86E-34
6,SPRY1,-0.79,13.3,8.12E-34
6,FTL,-0.98,98,1.15E-33
6,RP11-596C23.2,-0.33,2.6,2.82E-33
6,IL2RG,-0.57,17.2,3.10E-33
6,LITAF,-0.54,34.5,3.80E-33
6,COL12A1,-0.46,4.9,5.24E-33
6,GZMA,-1.1,3.6,6.57E-33
6,MT1F,-0.28,5,1.05E-32
6,PKIG,-0.29,7.6,1.79E-32
6,EEF1A1,-0.26,99.6,2.95E-32
6,SEPT1,-0.35,9.7,3.57E-32
6,GNAI2,-0.51,31.2,4.24E-32
6,S100A13,-0.29,61.9,5.98E-32
6,FABP5,-0.49,52.7,7.15E-32
6,RAMP2,-0.61,3.2,9.07E-32
6,AAK1,-0.45,17.9,1.07E-31
6,MT1E,-0.88,21.3,1.27E-31
6,FGF7,-0.32,2.3,1.82E-31
6,PPM1K,-0.3,8.5,1.86E-31
6,TMEM243,-0.35,17.8,4.24E-31
6,SOCS1,-0.38,5.8,5.61E-31
6,SKIL,-0.29,10,1.17E-30
6,PPP1R15A,-0.54,43.4,2.65E-30
6,COTL1,-0.68,28.5,2.86E-30
6,ICAM3,-0.44,20.8,1.66E-29
6,LPXN,-0.28,5.3,1.68E-29
6,NEDD9,-0.31,6.9,1.87E-29
6,TNFRSF4,-0.53,4,3.20E-29
6,BIRC3,-0.74,21.4,4.48E-29
6,FAM46C,-0.25,5.5,5.60E-29
6,CD83,-0.34,2.9,9.35E-29
6,MGP,-2.58,32.6,1.14E-28
6,PRKCH,-0.29,3.3,1.15E-28
6,TNFAIP2,-0.28,5.4,1.29E-28
6,C3,-0.75,6.4,2.32E-28
6,ANTXR1,-0.28,3.4,2.97E-28
6,PIK3IP1,-0.47,10.9,3.34E-28
6,KLF2,-0.51,15,3.52E-28
6,S100A8,-0.74,13.2,3.94E-28
6,SMAP2,-0.38,12.1,6.15E-28
6,JUND,-0.48,49.4,1.04E-27
6,DDIT4,-0.63,49.1,1.22E-27
6,HERPUD1,-0.64,54.4,1.96E-27
6,LAMC1,-0.34,9.8,3.42E-27
6,COL15A1,-0.49,3.5,4.24E-27
6,THBS2,-0.44,4.2,6.77E-27
6,LST1,-0.61,5.4,9.28E-27
6,RGS16,-0.44,3.9,1.56E-26
6,PBXIP1,-0.36,10.9,6.82E-26
6,LINC00936,-0.3,6,1.48E-25
6,IGHG3,-2.55,22,1.58E-25
6,TIMP2,-0.59,22.7,1.84E-25
6,RP11-160E2.6,-0.38,10.2,1.91E-25
6,COL4A1,-0.93,9.9,2.20E-25
6,CASP1,-0.31,11.3,5.46E-25
6,MT1X,-0.71,27.2,8.52E-25
6,BGN,-1.09,13.3,1.39E-24
6,TGFBI,-0.64,14.9,1.69E-24
6,CRABP2,-0.27,3.3,2.31E-24
6,PLIN2,-0.43,14.4,6.39E-24
6,LCK,-0.53,9.4,6.69E-24
6,NAMPT,-0.26,47.7,8.06E-24
6,RBM6,-0.29,15.7,1.13E-23
6,CRIP1,-0.3,65.1,2.64E-23
6,MYO1F,-0.3,5.6,3.71E-23
6,CARD16,-0.46,21.9,3.91E-23
6,NRP1,-0.29,6.8,8.48E-23
6,POU2F2,-0.33,6.3,8.60E-23
6,MYLK,-0.43,4.2,1.12E-22
6,NR4A1,-0.56,23.9,3.78E-22
6,COL6A1,-0.45,43.4,3.90E-22
6,RCN3,-0.25,6.2,1.25E-21
6,FN1,-1.29,20.1,1.82E-21
6,COL1A2,-2.05,30.4,2.43E-21
6,RHOA,-0.29,75.7,6.66E-21
6,LTBP4,-0.37,39.4,1.09E-20
6,ID2,-0.79,45.7,1.40E-20
6,RPS29,-0.31,98.5,1.89E-20
6,RNASE6,-0.31,4.1,2.13E-20
6,PLPP3,-0.57,10.1,2.28E-20
6,CLEC11A,-0.4,12.5,4.28E-20
6,COL3A1,-1.98,26.3,9.92E-20
6,MT-ATP6,-0.26,96.7,1.24E-19
6,AKNA,-0.29,7.1,3.21E-19
6,FLNA,-0.55,28.6,6.23E-19
6,ARRDC3,-0.32,14.7,6.88E-19
6,DDX24,-0.41,53.1,7.31E-19
6,IGFBP7,-2.05,41.6,8.22E-19
6,MBNL1,-0.44,36.6,1.15E-18
6,SERPINF1,-0.92,14.9,1.35E-18
6,RHOB,-0.57,43.3,1.68E-18
6,CD44,-0.51,52,5.35E-18
6,PABPC1,-0.29,84.4,7.91E-18
6,SMAP1,-0.27,17.5,1.00E-17
6,HIST1H4C,-0.61,34.8,1.10E-17
6,JAK1,-0.44,42.4,1.30E-17
6,SFRP2,-1.49,9.2,3.10E-17
6,C10orf10,-0.33,21.5,3.19E-17
6,CNPY3,-0.3,19.9,4.04E-17
6,ACTA2,-1.41,15.2,6.52E-17
6,CEBPD,-0.56,19.8,1.37E-16
6,SEC14L1,-0.29,15.5,1.73E-16
6,SLC9A3R2,-0.27,16.4,4.73E-16
6,RGS19,-0.25,8.2,5.27E-16
6,LGMN,-0.26,34.1,1.21E-15
6,SEPT7,-0.4,63,1.82E-15
6,RBPJ,-0.51,36.6,2.92E-15
6,FAM195B,-0.31,22.1,3.40E-15
6,IGFBP6,-1.25,18.5,3.43E-15
6,LUM,-2.03,25.1,3.46E-15
6,MMP14,-0.42,15.5,7.27E-15
6,PTRF,-0.66,21.9,9.70E-15
6,PSAP,-0.66,73.3,1.39E-14
6,POLR2J3,-0.42,39.2,1.50E-14
6,BTN3A2,-0.31,20.2,2.38E-14
6,IGFBP4,-0.59,24.9,2.91E-14
6,ARID5A,-0.26,11.3,4.95E-14
6,CTSC,-0.42,55.9,6.24E-14
6,CTHRC1,-0.72,10.2,7.52E-14
6,PMP22,-0.4,41.3,1.09E-13
6,TNFRSF1B,-0.35,11.2,1.92E-13
6,NFIB,-0.39,14.6,2.27E-13
6,MT1G,-0.63,7.8,2.68E-13
6,ANXA1,-0.54,52.3,6.44E-13
6,TTC3,-0.35,42.6,8.13E-13
6,C12orf57,-0.31,66.1,9.67E-13
6,SLC26A2,-0.27,6.6,1.03E-12
6,PLPP1,-0.44,16.2,1.20E-12
6,RNASE1,-0.93,33.7,1.55E-12
6,C1orf56,-0.27,9.6,1.98E-12
6,IRF1,-0.47,28.8,2.21E-12
6,ODF2L,-0.32,20.2,2.60E-12
6,POSTN,-0.76,6.8,4.25E-12
6,PNISR,-0.3,64,5.65E-12
6,DAB2,-0.44,20.6,6.04E-12
6,ATM,-0.31,17.2,9.61E-12
6,ZBTB38,-0.3,28.3,1.17E-11
6,TAGLN,-1.79,19,2.04E-11
6,RPL17,-0.27,77.7,5.65E-11
6,TSHZ2,-0.36,12.1,8.89E-11
6,ID1,-0.72,21.7,1.06E-10
6,BRD2,-0.33,36.3,1.23E-10
6,AIF1,-0.97,9,1.29E-10
6,BATF,-0.3,18.3,2.08E-10
6,APOE,-1.4,29.5,2.83E-10
6,CREM,-0.46,19.7,2.92E-10
6,RNF130,-0.31,19.1,3.75E-10
6,PEBP1,-0.28,65.1,5.73E-10
6,CCND3,-0.34,20.4,6.88E-10
6,GSN,-1.09,62.4,8.52E-10
6,IL6ST,-0.4,25.6,8.59E-10
6,CTSS,-0.33,54.3,8.81E-10
6,SOX4,-0.5,23.8,1.10E-09
6,VAMP2,-0.33,52.1,2.72E-09
6,SNX3,-0.28,69.4,3.49E-09
6,CCL4,-1.35,12.5,3.79E-09
6,OAZ2,-0.32,24.7,6.55E-09
6,TXNDC15,-0.26,23,8.52E-09
6,IER3,-0.43,46.4,8.62E-09
6,NFIA,-0.36,18.9,1.21E-08
6,PPP1R10,-0.29,23.7,1.22E-08
6,ARL2,-0.29,31.6,1.32E-08
6,AKAP13,-0.39,42.6,1.36E-08
6,PIK3R1,-0.32,16,1.51E-08
6,CD14,-0.63,8.6,2.52E-08
6,IDS,-0.34,29.4,2.81E-08
6,MAP4,-0.3,24.2,3.36E-08
6,RAP1A,-0.35,47.5,3.44E-08
6,TNRC6B,-0.36,37.7,3.44E-08
6,TGFBR2,-0.41,23,4.15E-08
6,ITGA1,-0.27,23.9,4.47E-08
6,MGST1,-0.31,34.1,4.51E-08
6,LIMS1,-0.39,34.9,5.71E-08
6,CFLAR,-0.37,41.3,7.02E-08
6,CCL2,-0.9,10.9,1.62E-07
6,LEPROT,-0.36,36.5,2.20E-07
6,AP1S2,-0.41,23.5,2.39E-07
6,FOXO3,-0.25,19.8,2.45E-07
6,CXCL2,-0.4,16.6,2.54E-07
6,CD81,-0.44,40.2,2.62E-07
6,RAC2,-0.62,35.2,2.73E-07
6,SLFN5,-0.32,15.6,2.93E-07
6,FKBP11,-0.42,29.8,3.53E-07
6,VKORC1,-0.36,42.9,4.06E-07
6,CCL3,-0.96,8.2,4.11E-07
6,DUT,-0.29,42,5.43E-07
6,SPON2,-0.58,21.1,8.00E-07
6,TERF2IP,-0.33,41.3,8.21E-07
6,MFGE8,-0.58,20.7,1.01E-06
6,OSBPL8,-0.32,26.2,1.68E-06
6,HSPA1B,-0.25,61.4,1.91E-06
6,KMT2E,-0.33,47.3,2.14E-06
6,ATF6B,-0.27,23.3,2.46E-06
6,CMTM6,-0.33,38.8,2.70E-06
6,CHD9,-0.3,33.4,3.71E-06
6,CDKN1B,-0.29,21.9,5.70E-06
6,CCDC167,-0.26,24,5.83E-06
6,HCFC1R1,-0.35,26.6,9.37E-06
8,CD24,1.79,86.8,0
8,SPINK1,1.47,51.8,0
8,CEACAM5,1.41,58.8,0
8,KRT18,1.3,89.9,0
8,GPX2,1.3,78.1,0
8,TFF3,1.22,84.9,0
8,EPCAM,1.14,75.1,0
8,PRDX5,1.12,88.4,0
8,PRAC1,1.08,44.9,0
8,TSPAN8,1.05,73.7,0
8,SMIM22,1.05,74,0
8,TXN,1.04,93.3,0
8,TMEM141,1.03,70.5,0
8,RP11-357H14.17,1.01,40,0
8,FABP1,1,62.4,0
8,LGALS4,0.95,88.1,0
8,CLDN3,0.92,64.2,0
8,PRAP1,0.92,53.9,0
8,PPDPF,0.92,92.5,0
8,RPS21,0.92,97.6,0
8,FXYD3,0.89,76.9,0
8,RP11-462G2.1,0.89,28.8,0
8,CEACAM6,0.87,54.1,0
8,XXbac-BPG32J3.19,0.86,36,0
8,SRPK1,0.82,48.8,0
8,TNNC2,0.82,45.4,0
8,ELF3,0.81,61.1,0
8,GDF15,0.8,37.3,0
8,QPRT,0.79,49.5,0
8,UQCRQ,0.79,86.6,0
8,ASCL2,0.77,42.7,0
8,GGH,0.77,44.1,0
8,FERMT1,0.77,49.8,0
8,CDX2,0.76,46.5,0
8,KRT8,0.75,89.5,0
8,RNF43,0.74,43.4,0
8,FAM84A,0.71,47.1,0
8,STARD10,0.69,53.9,0
8,RPS18,0.68,99.8,0
8,FAM3D,0.67,49.4,0
8,RPL12,0.65,99.6,0
8,KLF5,0.65,51.5,0
8,PPP1R1B,0.63,47.5,0
8,PHGR1,0.62,90.3,0
8,GPR160,0.61,43.4,0
8,DPEP1,0.61,34.7,0
8,TSPAN6,0.6,45.9,0
8,SOX9,0.6,44,0
8,VIL1,0.6,47.5,0
8,RAB25,0.6,48.9,0
8,PRR15,0.58,36.2,0
8,MISP,0.57,47.1,0
8,PRSS3,0.56,52.9,0
8,RPL35,0.55,99.2,0
8,RPL37A,0.55,99.6,0
8,RPL7A,0.55,98.5,0
8,RPL36,0.55,99.3,0
8,C10orf99,0.51,36.3,0
8,S100P,0.51,63.7,0
8,HMGCS2,0.49,30.7,0
8,AGR2,0.47,69.8,0
8,CDX1,0.46,40,0
8,CXADR,0.45,38,0
8,HOXB9,0.44,26.3,0
8,AZGP1,0.44,28.6,0
8,FABP6,0.42,27.1,0
8,MAP7,0.41,33.9,0
8,HNF4A,0.4,34.1,0
8,TDGF1,0.39,26.5,0
8,ETV4,0.39,30.6,0
8,EHF,0.38,33.4,0
8,SATB2,0.36,31.5,0
8,PPP1R14D,0.35,34.8,0
8,MEP1A,0.35,27.9,0
8,SLC39A5,0.33,28.8,0
8,DDC,0.32,24.8,0
8,KRT23,0.32,24.2,0
8,BSPRY,0.29,23,0
8,NOX1,0.28,21.7,0
8,KIAA0226L,0.27,23.2,0
8,GNG4,0.27,19.5,0
8,CFTR,0.25,26,0
8,MALAT1,-0.62,92.1,0
8,B2M,-1.21,95.1,0
8,TXNIP,-1.46,36.3,0
8,TSC22D3,-1.67,19.9,0
8,LGALS1,-2.16,31.1,0
8,VIM,-2.37,16.7,0
8,C2orf82,0.45,29.5,1.18E-302
8,VSNL1,0.35,24,2.83E-299
8,GSTP1,0.92,93.4,2.49E-298
8,KRT20,0.34,31.4,7.27E-298
8,CLDN7,0.54,56.4,2.39E-297
8,RPL8,0.51,98.5,1.49E-295
8,ZFAS1,0.96,81.8,1.41E-294
8,HSPE1,0.81,82.8,3.81E-294
8,ESPN,0.25,19.5,7.43E-293
8,PCK1,0.69,32.6,1.26E-292
8,MAPK13,0.38,33.1,1.66E-291
8,SRGN,-1.89,9.6,1.46E-289
8,CDCA7,0.36,31.2,1.99E-288
8,EMP3,-1.22,7.6,4.66E-288
8,C19orf33,0.45,63.7,1.25E-285
8,CLDN4,0.68,56,3.17E-285
8,RPS6,0.54,99,3.46E-284
8,RNF186,0.28,20.9,4.04E-284
8,USH1C,0.36,37,3.35E-283
8,HES6,0.34,26.1,1.01E-282
8,CDH1,0.43,42.9,3.15E-281
8,RPS17,0.65,98.9,6.92E-281
8,MT-CO2,0.76,99,8.30E-280
8,ABHD12B,0.31,20.3,1.50E-279
8,HSPD1,0.85,72.3,1.46E-278
8,TRIM31,0.33,26.2,8.78E-278
8,CYCS,0.85,80.7,5.31E-276
8,PLCB4,0.37,27.3,1.60E-275
8,C6orf132,0.35,30,2.19E-270
8,PRELID3B,0.67,53.9,1.03E-267
8,PSMA7,0.79,84.2,1.45E-266
8,CDH17,0.45,45.4,1.42E-264
8,ATP10B,0.3,32.1,5.38E-264
8,RPLP0,0.57,96.4,8.13E-262
8,PKP2,0.29,32.9,1.05E-261
8,RPS3,0.51,98.9,2.55E-260
8,JUNB,-1.29,49.2,4.30E-260
8,CKS2,0.79,53.9,3.25E-259
8,IFI27,0.42,84.4,1.38E-257
8,C15orf48,0.53,57.8,8.49E-256
8,COX5A,0.8,79.4,2.08E-255
8,DUSP1,-1.26,37.9,1.32E-254
8,HSP90AB1,1.01,86.5,2.11E-253
8,AHCY,0.56,47.6,6.38E-253
8,RPL29,0.47,98.8,6.38E-252
8,SLC25A5,0.77,79.3,9.86E-252
8,C9orf152,0.32,27.3,3.11E-249
8,PKP3,0.5,41,1.58E-248
8,ZFP36,-1.27,39.7,5.31E-246
8,RPS19,0.45,99.5,4.90E-245
8,TRIM2,0.43,38.7,9.93E-245
8,CHCHD2,0.65,87.6,1.49E-243
8,ARID3A,0.26,27.1,2.74E-241
8,S100A4,-1.82,42.8,4.26E-241
8,RPS7,0.47,97.4,1.21E-239
8,ERBB3,0.32,41.4,1.11E-238
8,EIF2S2,0.83,71.6,2.49E-238
8,ASS1,0.53,44.9,3.22E-235
8,UBE2C,0.81,27.3,6.19E-235
8,EIF6,0.76,64.4,5.40E-231
8,LGALS3,0.64,84.7,5.49E-229
8,PRSS8,0.52,41.7,1.63E-228
8,HMGA1,0.69,59.5,5.92E-228
8,ABHD17C,0.26,30.7,1.56E-227
8,MACC1,0.37,29,1.83E-226
8,GGCT,0.7,51.9,2.73E-225
8,SLC12A2,0.64,43.3,2.09E-224
8,EPHB2,0.29,27.9,2.21E-224
8,RPL39,0.59,98.6,4.22E-224
8,BTG1,-1.32,49.8,1.99E-223
8,HMGB3,0.43,32.5,3.11E-218
8,ITM2B,-0.89,58.6,7.18E-218
8,DCTPP1,0.65,49.2,9.62E-218
8,TMC5,0.47,34.7,1.58E-217
8,RPL14,0.43,97.8,3.28E-217
8,AP1M2,0.35,34.4,9.10E-217
8,ESRP1,0.28,27.7,8.24E-216
8,SOX4,0.74,55,1.75E-215
8,POMP,0.72,81.9,7.91E-215
8,DSP,0.35,36.9,6.83E-212
8,FOS,-1.23,55.2,2.54E-211
8,GPSM2,0.33,26.3,9.05E-210
8,NFKBIA,-1.15,38.9,2.48E-209
8,SLC44A4,0.36,36.3,5.29E-209
8,ANO9,0.32,29.1,9.95E-207
8,CIRBP,-0.71,49.3,1.82E-203
8,DDX5,-0.69,61.6,6.01E-203
8,RPL37,0.45,99.3,7.66E-202
8,RPL21,0.49,99.6,1.80E-200
8,RPS11,0.4,98.4,4.47E-200
8,ZNF703,0.33,37.1,5.50E-200
8,MT-ATP6,0.67,97.6,9.76E-200
8,CAMK2N1,0.44,45.4,1.48E-198
8,SFN,0.43,41.7,2.13E-196
8,PTMA,0.47,99.6,2.24E-196
8,S100A6,0.34,99.6,3.99E-196
8,PRR15L,0.27,33.8,6.91E-195
8,COX7B,0.63,82.1,1.15E-193
8,H3F3B,-0.61,74.4,1.10E-192
8,GMFG,-0.97,4.3,1.77E-191
8,MGST1,0.77,51.9,1.35E-190
8,UCHL3,0.57,44.8,3.82E-190
8,BST2,-0.91,16.2,4.50E-190
8,LAD1,0.29,35.7,2.33E-189
8,LMO7,0.43,43.1,2.96E-189
8,AKAP1,0.3,36.9,7.21E-189
8,RPS2,0.49,98.7,2.23E-188
8,RPL7,0.44,97.8,4.62E-187
8,MT-CO3,0.55,99.5,1.01E-186
8,LCN2,1,48,5.74E-186
8,CD74,-2.12,41.5,4.82E-185
8,ROMO1,0.75,70.9,6.09E-185
8,MAL2,0.27,40.5,1.28E-184
8,EPS8L3,0.26,30.5,3.95E-184
8,GYPC,-0.75,2.7,6.97E-184
8,BZW2,0.49,43.9,1.42E-183
8,SARAF,-0.75,43.7,1.08E-182
8,DSG2,0.3,40.2,7.24E-182
8,HLA-C,-0.64,66.9,6.44E-181
8,ATPIF1,0.69,79.9,7.69E-181
8,CEACAM1,0.28,27.8,8.13E-181
8,CLIC5,0.26,18,9.64E-181
8,MRPL14,0.8,58.2,3.38E-180
8,RPS12,0.4,99.3,9.82E-180
8,HMGB1,0.72,91.4,1.73E-179
8,NPM1,0.54,90,1.61E-178
8,ATP1B1,0.75,49.8,2.23E-178
8,GAPDH,0.41,97.6,6.06E-178
8,PFDN4,0.6,56.5,7.34E-178
8,PERP,0.51,56.8,1.95E-177
8,TUBA1C,0.64,58,7.85E-177
8,CCL15,0.26,27.5,2.62E-176
8,UQCRH,0.57,83.8,1.16E-175
8,SNRPF,0.66,72.2,2.97E-174
8,ENC1,0.26,32,2.57E-173
8,LSP1,-0.91,5.1,5.56E-173
8,PLS1,0.26,34.3,1.81E-172
8,RPL32,0.34,99.3,1.01E-170
8,VDAC1,0.63,69,1.09E-169
8,MUC13,0.31,40.8,1.26E-169
8,PPIA,0.8,91.4,1.76E-166
8,CASP6,0.32,32.3,4.35E-166
8,PNRC1,-0.82,32,9.42E-165
8,RPS10,0.46,93.7,2.47E-163
8,SLIRP,0.65,72.9,2.87E-162
8,YAE1D1,0.27,25.1,2.14E-161
8,RAB11FIP1,0.39,46.2,2.25E-161
8,SELM,-0.98,15.1,1.60E-160
8,MYH14,0.26,34.5,2.31E-160
8,PPA1,0.6,68.6,2.46E-160
8,PDZK1IP1,0.27,34.1,4.61E-160
8,PLPP2,0.28,37.5,4.53E-159
8,CYB5B,0.58,55.8,6.95E-159
8,XIST,-0.76,6.3,9.96E-158
8,SH3YL1,0.36,42.9,2.70E-157
8,LSM5,0.72,67.6,1.15E-156
8,HDHD3,0.31,35.8,7.12E-156
8,PAWR,0.25,36,2.21E-155
8,MCUR1,0.45,37.6,4.08E-155
8,RPS14,0.31,99,5.73E-155
8,LAPTM5,-1.22,6.9,4.20E-153
8,TMEM54,0.32,46.4,1.95E-152
8,MSN,-0.72,4.4,2.19E-151
8,DKC1,0.36,42.2,2.60E-150
8,RPL27A,0.31,99.2,3.67E-150
8,MACROD1,0.39,31.7,8.50E-150
8,SPARC,-1.89,7.7,1.45E-149
8,COX6B1,0.51,87.3,2.05E-149
8,HINT1,0.47,85.9,2.61E-149
8,RPS23,0.34,98.3,4.30E-148
8,VEGFA,0.53,37.7,4.96E-148
8,DNTTIP1,0.46,39.5,8.59E-147
8,HLA-B,-0.6,68.2,1.63E-146
8,CSE1L,0.28,30.9,1.88E-146
8,ALDH1B1,0.27,24.7,1.96E-146
8,CENPW,0.47,28.4,2.42E-146
8,IGFBP7,-2.25,12.2,4.23E-146
8,PSAP,-1.06,44.8,4.26E-146
8,NDFIP2,0.37,45,8.47E-146
8,FAM195A,0.37,42.9,8.73E-146
8,FABP5,0.26,61.2,1.69E-145
8,IFI16,-0.78,15.6,7.25E-145
8,PTPRC,-1.02,4.4,1.06E-144
8,MT-ATP8,0.37,39.9,2.08E-144
8,ATP5G3,0.53,78.7,2.15E-144
8,RPLP2,0.41,98.9,2.24E-144
8,CD37,-1.05,3.4,3.99E-144
8,ACOT13,0.4,38.5,6.11E-144
8,ATP5G1,0.68,69.5,1.06E-143
8,ATP5J2,0.54,78.4,1.74E-143
8,KRTCAP3,0.28,32,3.30E-143
8,RAN,0.57,76.2,5.63E-143
8,CKB,0.63,42,9.28E-143
8,ARHGDIB,-1.12,21.2,1.79E-142
8,H3F3A,0.41,95.2,2.60E-142
8,TST,0.33,36.9,3.08E-142
8,NQO1,0.38,45.7,7.35E-142
8,CXCR4,-1.64,12.5,1.97E-140
8,RBM47,0.29,40.3,2.90E-140
8,RPL18,0.3,97.5,7.36E-140
8,RGS1,-1.56,12.2,1.68E-139
8,TMEM97,0.26,21.5,1.16E-138
8,CCNB1,0.43,18.9,1.38E-138
8,AURKA,0.29,16.3,1.45E-138
8,PAFAH1B3,0.37,38.6,2.06E-138
8,LRRC75A,0.29,24.4,4.89E-138
8,TCF4,-0.82,3.1,1.03E-137
8,RPL36A,0.75,92.3,2.93E-137
8,RPS15,0.32,99.6,4.19E-137
8,SPINT2,0.43,59.1,5.12E-137
8,DDAH1,0.27,32.8,5.42E-137
8,COX4I1,0.41,88.9,1.00E-136
8,C12orf75,0.43,56.4,1.66E-136
8,MTCH2,0.49,50.2,8.61E-136
8,SDC4,0.26,35.2,1.49E-135
8,CD52,-1.57,10.5,1.25E-133
8,GLO1,0.7,50.2,3.07E-133
8,CD2AP,0.52,36.2,5.99E-133
8,ANXA4,0.47,59.7,9.59E-133
8,MPST,0.49,54.4,2.09E-132
8,ATP5E,0.43,94.4,3.55E-132
8,CCDC34,0.33,29.5,4.27E-132
8,CD53,-0.81,2.7,1.23E-131
8,EID1,-0.74,36.6,3.03E-131
8,CD48,-0.8,2.9,4.40E-131
8,QTRT1,0.49,44.1,4.68E-131
