Cluster,Gene,log2FC,Percentage (%),Adjusted p-value
14,CTSS,-0.42,33.9,8.45E-10
14,SEC61B,-0.26,68.1,8.59E-10
14,HLA-DRA,-2.08,18.3,1.31E-09
14,SH3BP5,-0.26,10.4,1.40E-09
14,S100A4,-1.13,38.4,2.17E-09
14,ZBTB20,-0.34,31.5,3.02E-09
14,SPCS2,-0.34,43.8,4.04E-09
14,MT1X,-0.55,42.5,5.31E-09
14,ZFP36L2,-0.37,93.6,7.80E-09
14,WSB1,-0.33,59.6,9.94E-09
14,IGHG1,-2.07,11.6,1.13E-08
14,SP110,-0.32,16.3,1.47E-08
14,MT2A,-0.98,51.2,1.50E-08
14,GLUL,-0.41,42.6,1.50E-08
14,FKBP2,-0.3,66.6,1.52E-08
14,RILPL2,-0.38,11.1,1.54E-08
14,APOBR,-0.31,16.7,2.52E-08
14,SERPINB9,-0.44,16.6,2.62E-08
14,SYTL2,-0.51,23.2,3.33E-08
14,LCK,-0.42,9.5,4.05E-08
14,SSR4,-0.73,84.6,4.29E-08
14,ANXA1,-1.09,21.7,4.39E-08
14,CA12,-0.47,24.4,5.77E-08
14,CASP4,-0.27,15.7,5.80E-08
14,COTL1,-0.44,42.3,1.10E-07
14,CCNDBP1,-0.26,18.2,1.91E-07
14,IRF2,-0.26,23.9,2.21E-07
14,RIOK3,-0.29,17.2,2.43E-07
14,FCGRT,-0.56,45.7,2.96E-07
14,LITAF,-0.55,43,3.89E-07
14,KCTD12,-0.26,9.1,4.89E-07
14,EMP1,-0.28,21.1,5.68E-07
14,MXD1,-0.36,17.8,6.93E-07
14,RGS10,-0.44,20.8,8.34E-07
14,DDX60,-0.32,11.4,9.01E-07
14,VAPA,-0.3,49.2,1.25E-06
14,VAMP8,-0.43,61.4,1.54E-06
14,ST6GALNAC1,-0.35,25.6,2.62E-06
14,STK10,-0.26,10.7,4.59E-06
14,PRDX6,-0.26,62.4,4.64E-06
14,PLPP1,-0.28,11.4,5.94E-06
14,CDHR5,-0.86,33.1,6.33E-06
14,SOCS1,-0.32,24.4,7.25E-06
14,SLC26A2,-0.31,9.9,8.25E-06
18,CENPF,2.16,71.6,0
18,MKI67,1.95,81,0
18,TOP2A,1.73,69.5,0
18,HMGB2,1.44,87.9,0
18,ASPM,1.36,51.4,0
18,OLFM4,1.26,40.8,0
18,SPINK1,1.25,75.8,0
18,AGR2,1.23,91.8,0
18,CENPE,1.23,48.7,0
18,PTTG1,1.19,54.1,0
18,TPX2,1.18,54.4,0
18,TUBA1B,1.16,91.4,0
18,C21orf58,1.1,41.7,0
18,NUSAP1,1.08,49.6,0
18,RARRES2,1.08,54.6,0
18,GTSE1,1.07,42,0
18,IGFBP2,1.06,64.9,0
18,PLA2G2A,1.05,61.7,0
18,NUCKS1,1.03,89.2,0
18,PRAC1,1.01,42.1,0
18,HMGB1,1.01,95.6,0
18,WFDC2,0.99,50.4,0
18,TMEM238,0.98,85.9,0
18,TUBB,0.97,77.3,0
18,HMMR,0.97,41.7,0
18,HIST1H3G,0.96,28.5,0
18,ATAD5,0.96,44.6,0
18,KIF20B,0.96,56.4,0
18,CCNB1,0.95,42.2,0
18,CDC20,0.93,42.7,0
18,TK1,0.91,46.2,0
18,HIST1H1B,0.9,30,0
18,UBE2C,0.9,36.1,0
18,MLEC,0.89,73.7,0
18,PIGR,0.89,98.2,0
18,LEFTY1,0.87,53.4,0
18,SMC2,0.86,55.4,0
18,PPP1R1B,0.85,67.6,0
18,BIRC5,0.85,46.1,0
18,SMC4,0.85,61.1,0
18,LBR,0.85,66.9,0
18,NUPR1,0.81,67.7,0
18,TYMS,0.8,42.3,0
18,HELLS,0.8,35.2,0
18,AGR3,0.76,66.6,0
18,HIST1H3B,0.75,24.3,0
18,GPX2,0.75,76.3,0
18,NXPE1,0.75,63,0
18,TCEA3,0.71,69.1,0
18,DIAPH3,0.71,34.5,0
18,DLGAP5,0.71,33.5,0
18,EMP2,0.71,68.7,0
18,CEP55,0.7,34.7,0
18,CCDC34,0.69,45.9,0
18,TTF2,0.69,43.5,0
18,ZWINT,0.69,40.2,0
18,SAPCD2,0.68,35.2,0
18,UGT2A3,0.68,48,0
18,DTYMK,0.67,47.1,0
18,GGH,0.67,51.6,0
18,CCNA2,0.67,34.2,0
18,SGO2,0.66,33.7,0
18,KIF14,0.65,26.5,0
18,LMNB1,0.65,43.5,0
18,HMGB3,0.64,48.6,0
18,CLSPN,0.64,27.3,0
18,ATP2C2,0.64,51.4,0
18,KIF4A,0.64,31.3,0
18,MAD2L1,0.63,40.6,0
18,ADH1C,0.63,42,0
18,GMNN,0.62,44.5,0
18,CDCA7,0.61,35.6,0
18,HMGCS2,0.61,66.3,0
18,ECT2,0.61,37,0
18,POLQ,0.61,26.2,0
18,CCNB2,0.6,32.7,0
18,KIF11,0.6,31.2,0
18,AURKB,0.6,30.3,0
18,SNORC,0.59,48,0
18,CENPW,0.59,38.3,0
18,RAD51AP1,0.59,31.2,0
18,NCAPD2,0.58,37,0
18,PLK1,0.58,25.9,0
18,MUC4,0.58,69.7,0
18,HMGN5,0.57,38.5,0
18,E2F8,0.56,24.2,0
18,HJURP,0.56,23.1,0
18,FOXM1,0.56,32,0
18,CDK1,0.55,29.7,0
18,NCAPG,0.55,25.6,0
18,PBK,0.55,31.6,0
18,UBE2T,0.53,34.7,0
18,KIF23,0.53,25.4,0
18,BUB1,0.53,27.1,0
18,ARHGAP11A,0.53,28.2,0
18,FAM111B,0.53,23.2,0
18,PTGDR,0.53,29.2,0
18,CIT,0.52,26.9,0
18,KIAA1324,0.52,40.8,0
18,STMN1,0.52,31,0
18,CHTF18,0.52,26.8,0
18,CDCA8,0.52,30.5,0
18,CENPU,0.52,29.1,0
18,MYB,0.51,39.2,0
18,DEPDC1,0.51,25,0
18,FOXA1,0.5,39.7,0
18,CEP70,0.5,33.8,0
18,CENPK,0.5,33.4,0
18,KIF2C,0.49,24.7,0
18,NCAPG2,0.48,23.6,0
18,KIFC1,0.48,23.3,0
18,ASF1B,0.47,25.7,0
18,TACC3,0.47,30.2,0
18,ANLN,0.46,24.6,0
18,ESCO2,0.46,20.9,0
18,CIP2A,0.45,25,0
18,ORC6,0.45,24.9,0
18,TTK,0.45,22.8,0
18,KNL1,0.45,22.4,0
18,NDC1,0.44,30.3,0
18,KIF15,0.44,23.1,0
18,CDKN3,0.43,26.3,0
18,CLDN15,0.42,30.6,0
18,MIS18A,0.42,33,0
18,MELK,0.42,21.5,0
18,SHMT1,0.41,28.9,0
18,CDT1,0.41,25.7,0
18,NUF2,0.4,22.7,0
18,AL355922.2,0.38,15.5,0
18,TROAP,0.36,17.5,0
18,CDCA2,0.36,19.7,0
18,KIF18B,0.36,16.3,0
18,PARPBP,0.36,21.9,0
18,NDC80,0.35,18.8,0
18,BUB1B,0.35,15.7,0
18,PRAC2,0.32,17.1,0
18,CDC25C,0.32,16,0
18,PLK4,0.32,15.3,0
18,DEPDC1B,0.31,18.8,0
18,AQP1,0.3,25.5,0
18,ARHGEF39,0.3,16.1,0
18,CKAP2L,0.3,14,0
18,IQGAP3,0.29,12.3,0
18,PRC1,0.28,13.2,0
18,NCAPH,0.27,18.5,0
18,SPC25,0.26,12.5,0
18,MT3,0.25,12.8,0
18,PSRC1,0.27,11.9,2.89E-304
18,EPHB2,0.5,38.5,5.88E-303
18,SPDL1,0.36,21.6,6.20E-303
18,AC103702.2,0.74,71.6,2.31E-297
18,CENPN,0.28,21.8,2.73E-297
18,CENPM,0.54,36.7,6.94E-297
18,CCNF,0.3,15.7,2.37E-296
18,L1TD1,0.59,27.4,2.53E-295
18,KLF5,0.77,80.3,3.00E-290
18,SLC9A2,0.5,41.3,7.04E-290
18,MT1E,0.74,79.7,2.60E-288
18,CKAP5,0.69,43.4,1.96E-287
18,CYC1,0.79,80,1.82E-286
18,HADH,0.65,55.7,1.86E-285
18,SLC12A2,0.8,70.3,9.63E-284
18,GINS2,0.43,23.2,1.15E-283
18,INCENP,0.4,18.2,1.60E-282
18,SOX9,0.65,59.5,1.18E-279
18,ASRGL1,0.43,33,2.37E-279
18,FANCI,0.39,22.1,1.37E-278
18,FERMT1,0.55,52.8,2.38E-275
18,LINC01224,0.26,13.7,1.04E-274
18,MUC5B,0.51,36.8,3.45E-274
18,MT1G,0.31,76,6.31E-273
18,KRTCAP3,0.49,43.5,3.11E-272
18,BRIP1,0.29,14.7,2.06E-267
18,MYBL2,0.39,21.5,7.11E-265
18,RARRES1,0.55,48.2,2.29E-264
18,TNFRSF11A,0.46,34.6,1.08E-263
18,ATP5ME,0.78,92.4,1.42E-263
18,KIF18A,0.29,16.6,2.65E-263
18,STIL,0.38,21.2,2.75E-263
18,RECQL4,0.4,17.4,1.00E-262
18,ZGRF1,0.49,20.3,4.08E-262
18,TXN,0.87,90.2,2.63E-259
18,NSD2,0.64,45.7,3.83E-256
18,FANCD2,0.34,19.4,1.29E-255
18,SYT13,0.26,21.9,3.81E-253
18,ESRP1,0.58,55.2,1.01E-252
18,ATP8B1,0.65,70.3,1.84E-246
18,EHF,0.58,60.9,1.13E-245
18,BRCA2,0.7,35.8,2.74E-245
18,ANKRD18A,0.6,28.4,4.68E-245
18,HNRNPAB,0.77,84.2,2.24E-243
18,NXPE4,0.52,53.4,3.01E-243
18,TMSB10,0.61,99.4,3.69E-243
18,CENPX,0.81,72.2,4.00E-243
18,CDX1,0.6,68.8,7.06E-243
18,MCM4,0.52,30.5,2.67E-242
18,TRABD2A,0.49,42.1,3.97E-241
18,TMPO,0.59,53.3,9.10E-241
18,MECOM,0.54,44.8,2.83E-240
18,FABP5,0.68,56.3,1.87E-239
18,WDR34,0.69,43.8,2.61E-239
18,NEO1,0.57,49.8,9.77E-239
18,LRIG3,0.42,31.2,9.01E-238
18,CLUH,0.55,45.4,3.79E-237
18,MCM7,0.66,42,1.13E-234
18,NUDT1,0.52,46.7,1.40E-234
18,PLCB4,0.54,47.1,4.11E-234
18,PKDCC,0.4,32,1.11E-233
18,CKAP2,0.52,35.8,1.46E-233
18,GAS2L3,0.45,24.7,2.92E-231
18,MYO5C,0.48,43.8,1.77E-229
18,MLXIP,0.75,73.9,2.03E-229
18,CCDC18,0.42,22,4.33E-229
18,LIG1,0.47,27.1,9.84E-229
18,DDAH1,0.49,44.3,1.91E-228
18,SNHG19,0.64,45.8,8.49E-226
18,GSTP1,0.71,89.9,8.99E-226
18,ST6GALNAC1,0.59,55.6,1.61E-225
18,TNFAIP8L1,0.36,21,3.34E-222
18,TOMM40,0.55,48.3,4.37E-222
18,KIF22,0.54,38.3,8.44E-222
18,GSTO2,0.33,26.9,9.76E-222
18,ELF3,0.59,94.4,2.58E-221
18,AURKA,0.4,23.7,2.78E-221
18,ALDH1B1,0.35,27.4,5.90E-221
18,DSP,0.65,77.8,4.44E-218
18,XRCC2,0.39,16.4,4.68E-218
18,GIPC2,0.41,36.6,1.10E-217
18,SRGN,-2.51,4.7,1.71E-217
18,CBX5,0.62,56.2,1.05E-216
18,TLN2,0.48,38.1,1.48E-216
18,PRTFDC1,0.28,17,1.71E-216
18,RNF26,0.3,21.6,3.08E-216
18,SIPA1L2,0.59,50.4,8.62E-216
18,ATP5MC1,0.83,73.4,2.05E-215
18,EZH2,0.61,40.4,2.91E-215
18,MAOA,0.51,55.1,3.75E-215
18,TEDC1,0.41,28,2.50E-211
18,GOLIM4,0.63,73,4.37E-211
18,IMPA2,0.46,47.1,8.21E-211
18,ZNF367,0.25,12.9,3.04E-210
18,KNSTRN,0.27,17,3.57E-209
18,BRI3BP,0.56,48.7,7.41E-209
18,SH2D4A,0.37,31.8,1.65E-208
18,MYO10,0.53,50.6,6.34E-208
18,RRM1,0.46,36.4,1.98E-207
18,HMGN2,0.47,37.3,2.89E-206
18,RMI2,0.27,17.8,7.33E-206
18,WNK2,0.36,29.1,9.03E-205
18,ATP5MC3,0.72,85.6,2.78E-204
18,CDC42EP5,0.54,82.6,3.90E-204
18,VIM,-2.32,8.6,7.55E-204
18,FAM3D,0.49,83.1,1.14E-203
18,ADAM15,0.53,48.7,1.64E-203
18,ETFB,0.68,78.8,2.94E-202
18,SOX4,0.77,81.2,1.52E-201
18,SKA2,0.46,39.9,2.58E-201
18,MYEF2,0.36,20.8,4.13E-201
18,GATA6,0.41,37.6,4.42E-201
18,GMDS,0.62,58.8,6.62E-201
18,ZNF704,0.46,35.9,1.40E-200
18,CENPJ,0.53,30.7,3.53E-200
18,ALDH7A1,0.29,22.2,2.92E-199
18,PKP2,0.53,48.9,4.89E-199
18,FAM171A1,0.38,32.9,6.17E-198
18,PRDX5,0.75,83.7,1.12E-197
18,LGALS4,0.39,95.4,2.87E-197
18,DHFR,0.3,19,1.00E-196
18,IMPDH2,0.59,54.8,3.52E-196
18,EMC9,0.42,32.9,3.71E-196
18,DSG2,0.53,68.6,5.70E-196
18,CHDH,0.45,37.7,6.73E-196
18,IDH2,0.63,61.8,2.06E-195
18,TIMM13,0.64,70.9,5.25E-195
18,CENPH,0.27,21.3,8.12E-194
18,MCM10,0.26,12.5,1.22E-193
18,CKMT1B,0.33,33.9,2.30E-193
18,CHCHD10,0.62,86.2,4.60E-193
18,DEGS2,0.35,31.4,7.05E-193
18,PLP2,0.68,66.5,8.01E-192
18,CEP78,0.39,25.8,1.03E-191
18,TSPAN8,0.59,83.3,2.56E-191
18,GOT1,0.46,42.9,4.17E-190
18,UQCRC1,0.65,77.7,5.73E-190
18,BRCA1,0.27,15.3,1.03E-189
18,MAP3K21,0.31,26,1.87E-189
18,PTMA,0.52,97.9,7.19E-189
18,RNF186,0.34,30.8,1.28E-188
18,FGFR4,0.34,25.1,4.45E-188
18,MZT2B,0.66,84.5,4.37E-187
18,CD24,0.49,72.7,5.86E-186
18,HP1BP3,0.72,72.6,1.84E-185
18,TSC22D3,-1.8,15.9,2.87E-185
18,FAT1,0.51,62.8,8.62E-184
18,RCCD1,0.3,20.5,5.17E-183
18,KNOP1,0.58,51.9,8.14E-183
18,BOLA3,0.53,54,3.92E-182
18,HES1,0.71,77.2,3.94E-182
18,NCAPD3,0.37,21.2,4.83E-182
18,FZD5,0.52,55.7,4.66E-181
18,CASP6,0.4,42,1.01E-180
18,TRIM2,0.49,50.5,3.14E-180
18,PDZD8,0.55,51.5,3.61E-180
18,ZWILCH,0.25,20.5,1.66E-179
18,NAA38,0.63,63.4,3.59E-178
18,MGST2,0.54,52.3,1.40E-177
18,CFTR,0.43,33.5,3.66E-177
18,GPSM2,0.32,20.8,5.84E-176
18,NDUFV1,0.62,65.1,3.10E-175
18,PTMS,0.69,59.5,3.56E-175
18,UGT2B17,0.69,43.5,8.06E-175
18,SLC25A10,0.41,33.5,5.88E-174
18,LRRCC1,0.31,27.8,6.84E-174
18,CEP152,0.41,20,5.53E-173
18,HOOK1,0.49,44.7,5.69E-173
18,SUCLG1,0.65,64.9,1.59E-172
18,BEX3,0.37,38.9,6.14E-172
18,HIST1H1E,0.75,39.9,8.42E-172
18,MCM2,0.32,17.8,8.97E-172
18,UQCC3,0.52,55.3,1.35E-170
18,FBL,0.56,64.7,2.28E-170
18,TMEM97,0.29,22.7,6.14E-170
18,FARSB,0.39,32.6,1.31E-168
18,E2F1,0.28,13.9,1.78E-168
18,ARL6IP1,0.42,32.1,1.93E-168
18,PCNA,0.7,45.4,2.65E-168
18,NUDT8,0.49,35.2,2.65E-168
18,WDR76,0.3,16.8,1.05E-167
18,ATAD2,0.45,26.7,1.61E-167
18,MIS18BP1,0.59,47.3,2.63E-167
18,PAICS,0.45,41.8,4.09E-167
18,CEP295,0.53,31.3,4.18E-167
18,MAP7,0.43,51,4.19E-165
18,CKMT1A,0.31,29.5,7.74E-165
18,SIAE,0.4,41.7,2.70E-163
18,FOXD2,0.3,25.3,4.06E-163
18,HLA-C,-0.81,80,4.56E-163
18,LRPPRC,0.49,53,5.18E-163
18,PRDX3,0.57,57.7,5.46E-163
18,RAD21,0.7,68.9,6.19E-163
18,C19orf48,0.45,34.8,6.30E-163
18,DMAC1,0.49,52.7,3.84E-162
18,ISOC2,0.57,55.7,4.55E-162
18,PLCE1,0.55,50.5,1.94E-161
18,SNRNP25,0.37,38.6,1.98E-161
18,ANP32B,0.6,79.1,2.81E-161
18,GSS,0.41,45,2.87E-161
18,H2AFZ,0.6,82.2,2.99E-161
18,PDHA1,0.52,55.1,4.24E-161
18,GSR,0.42,44.8,9.46E-161
18,ERN2,0.44,52.5,1.00E-159
18,KCNQ1,0.38,33.7,2.38E-159
18,CKS1B,0.29,26.8,5.13E-159
18,ACADS,0.42,55.6,5.56E-159
18,HOXA9,0.37,27.8,5.76E-159
18,GEN1,0.41,25.8,1.44E-158
18,NFIB,0.38,42.5,5.90E-158
18,CLDN3,0.33,87.6,6.75E-158
18,CDX2,0.41,61.5,3.66E-157
18,RPL35,0.45,98.5,9.03E-157
18,TMEM106C,0.5,50.5,4.08E-156
18,ATP5IF1,0.67,72.8,6.72E-156
18,ARSE,0.3,26.3,1.16E-155
18,TCERG1,0.49,54,1.75E-155
18,DEK,0.55,77.8,2.43E-155
18,RPL36,0.47,97.5,3.17E-155
18,RANGAP1,0.44,32.6,6.42E-155
18,ISG20,-1.14,6.4,1.15E-154
18,MRPS35,0.41,47.1,1.27E-154
18,MARCKS,0.55,84,3.29E-154
18,EPCAM,0.4,84.5,6.66E-154
18,GOLM1,0.51,61.8,1.29E-153
18,GGCT,0.45,43.2,3.08E-153
18,PARD3,0.38,35.3,7.16E-153
18,SRPK1,0.51,52.5,7.34E-153
18,NAV2,0.31,22.4,1.09E-152
18,AC012485.3,0.36,23.9,1.84E-152
18,FAAH,0.36,33.5,5.50E-152
18,RPLP0,0.55,92,8.48E-152
18,CISD3,0.52,63,1.80E-151
18,RANBP1,0.6,62.2,4.36E-151
18,PHGR1,-0.63,98.3,1.64E-150
18,COX6C,0.52,90.4,2.23E-150
18,ZKSCAN1,0.53,67,3.37E-150
18,HIST1H2AG,0.74,34.8,4.48E-150
18,AL355338.1,0.3,25.6,4.51E-150
18,SCN9A,0.31,21.3,6.54E-150
18,WDR90,0.32,17,6.55E-150
18,SLC37A4,0.33,28.3,8.47E-150
18,SNRPA,0.39,41.6,9.59E-150
18,SURF6,0.4,43.5,1.37E-149
18,SYNE2,0.64,79.2,1.72E-149
18,NBL1,0.41,64.9,2.02E-149
18,HOXA3,0.31,25.6,2.98E-149
18,NOTCH1,0.4,35.4,4.39E-149
18,PHB,0.43,52.4,4.76E-149
18,SNRPD1,0.48,52.3,6.43E-149
18,ATP5F1B,0.58,80.5,1.79E-148
18,EBP,0.54,54.7,1.42E-147
18,AFDN,0.53,63.3,2.04E-147
18,CD9,0.56,79.4,4.59E-147
18,PCK1,0.44,61.6,6.92E-147
18,MCM8,0.32,20.4,1.56E-146
18,HMGA1,0.46,62.1,1.84E-146
18,COX5B,0.49,89.9,2.04E-146
18,ARHGEF10L,0.4,38.6,2.60E-146
18,TIMELESS,0.3,16.7,2.67E-146
18,SUCLG2,0.34,31.5,2.78E-146
18,DUT,0.64,56.8,3.17E-146
18,HDGF,0.55,63.9,3.77E-146
18,CTBP2,0.44,51.1,4.35E-146
18,HOXA7,0.29,22.5,6.14E-146
18,ILVBL,0.4,41.7,6.58E-146
18,SMAGP,0.34,37.4,1.51E-145
18,SNRPF,0.56,65,3.27E-145
18,MTUS1,0.42,51.9,4.41E-145
18,FAM83D,0.26,16.2,4.58E-145
18,PAFAH1B3,0.34,34.9,6.91E-145
18,SATB2,0.41,43.9,1.16E-144
18,CKAP4,0.6,50.5,1.17E-144
18,NRARP,0.56,58.8,7.27E-144
18,PTPRF,0.42,63,1.63E-143
18,EPHB3,0.38,24.7,1.68E-143
18,SLC39A5,0.38,38.9,2.27E-143
18,MZT2A,0.46,48.9,8.09E-143
18,CRYBG1,0.42,57.7,1.32E-142
18,ABHD11,0.42,47.8,1.49E-142
18,FAM83B,0.33,23.2,1.52E-142
18,RPL8,0.37,98.7,1.63E-142
18,RAB25,0.4,50.7,2.17E-142
18,ACYP1,0.42,33.2,3.69E-142
18,SSRP1,0.44,47.3,6.90E-142
18,CDK5RAP2,0.41,33,7.39E-142
18,C10orf99,0.32,64.2,9.69E-142
18,LIMK2,0.39,33.1,1.01E-141
18,HLA-E,-0.85,65.3,1.42E-141
18,CDC42EP1,0.36,31.8,5.19E-141
18,KCTD3,0.35,30.8,7.54E-141
18,COX5A,0.62,76.8,1.17E-140
18,MCM3,0.46,32.8,2.60E-140
18,GALNT3,0.44,49.2,3.06E-140
18,JUND,-0.8,79.6,4.18E-140
18,GAPDH,0.43,95.4,2.05E-139
18,ENOSF1,0.35,32.7,3.07E-139
18,H2AFV,0.48,52.3,3.86E-139
18,HOXA11-AS,0.27,23.2,4.62E-139
18,PAXBP1,0.55,46.9,8.53E-139
18,TRAP1,0.41,38.9,1.18E-138
18,UQCRQ,0.5,81.7,1.59E-138
18,MMAB,0.35,34.1,2.14E-138
18,PTPRC,-1.63,2.5,2.33E-138
18,BDH1,0.34,36.1,3.18E-138
18,CERS6,0.45,46.7,5.51E-138
18,CNN3,0.32,36.2,9.18E-138
18,CDH17,0.41,68.8,1.88E-137
18,ILF3,0.57,60.9,2.17E-137
18,LIMA1,0.48,73,2.49E-137
18,GDF15,0.64,40.6,4.75E-137
18,SLC44A3,0.26,23.6,5.39E-137
18,NIPAL1,0.27,25,7.08E-137
18,HIST1H2AH,0.69,28.1,1.14E-136
18,ECI1,0.54,65.3,1.29E-136
18,TRPM4,0.41,50.4,1.71E-136
18,MYO19,0.34,23.3,4.03E-136
18,UBC,-0.61,85.3,4.66E-136
18,DAZAP1,0.47,58.2,9.13E-136
18,GFPT1,0.5,66.2,1.02E-135
18,GATA6-AS1,0.25,18.8,1.44E-135
18,PKP4,0.32,32.4,4.73E-135
18,TCEAL9,0.4,46.1,2.55E-134
18,GALNT12,0.38,47.4,2.93E-134
18,SH3RF2,0.32,29.3,4.38E-134
18,REEP4,0.3,26.3,1.03E-133
18,TMEM30B,0.3,37,1.61E-133
18,URAD,0.33,31.1,9.16E-133
18,ACADVL,0.52,76.4,1.21E-132
18,ARHGEF38,0.39,24.4,2.26E-132
18,LRIG1,0.29,28.9,3.70E-132
18,CKB,-0.39,79.4,1.48E-131
18,AL390719.2,0.42,29.4,1.99E-131
18,PPIH,0.28,31.9,4.99E-131
18,UQCR10,0.58,80.1,6.42E-131
18,ACTL6A,0.34,34.2,7.36E-131
18,CTNNAL1,0.33,26.3,7.47E-131
18,NDUFS8,0.54,66.5,1.06E-130
18,AHI1,0.59,58.4,1.45E-130
18,SYCE1L,0.25,15.3,2.08E-130
18,RPS18,0.48,98.3,3.24E-130
18,YBX1,0.49,87.4,8.28E-130
18,MACROD1,0.3,27,9.53E-130
18,RAB13,0.42,48.1,1.49E-129
18,RPL37A,0.44,96.7,5.02E-129
18,HOTTIP,0.33,19.7,7.21E-129
18,PPARGC1B,0.35,28.1,1.46E-128
18,ALDH6A1,0.29,28.5,2.18E-128
18,CD48,-1.18,1.7,2.21E-128
18,FAR1,0.39,47,2.37E-128
18,ITGB3BP,0.26,25.8,3.89E-128
18,GAS6,0.41,50.1,4.18E-128
18,PLEKHA5,0.4,36.4,5.65E-128
18,RHBDL2,0.29,27.8,8.27E-128
18,ANKRD36C,0.62,47.6,8.59E-128
18,TXNDC16,0.32,23.9,1.53E-127
18,GJB1,0.29,29.7,1.83E-127
18,ECSIT,0.31,34.6,4.66E-127
18,CENPV,0.28,33.6,5.14E-127
18,CHP2,0.27,39.3,6.19E-127
18,LSM5,0.61,58,6.19E-127
18,ZADH2,0.33,35.4,7.35E-127
18,GNPNAT1,0.34,31.9,1.94E-126
18,DKC1,0.36,43.5,2.09E-126
18,POLD2,0.41,36,4.13E-126
18,CCDC14,0.31,27.1,5.90E-126
18,NET1,0.4,60.3,1.57E-125
18,MRPS26,0.44,49.6,2.06E-125
18,ETS2,0.45,63.9,2.06E-125
18,ITGA6,0.45,65.5,2.88E-125
18,LGALS3BP,0.38,78,4.27E-125
18,MRPL16,0.36,42.6,9.23E-125
18,MTHFD1,0.31,25.1,1.00E-124
18,RUVBL2,0.28,30.6,2.25E-124
18,AHCY,0.37,42.7,2.33E-124
18,ATP5F1A,0.56,72.4,2.48E-124
18,C15orf48,0.39,41.5,3.88E-124
18,APP,0.45,66.9,5.36E-124
18,TFCP2L1,0.32,48.1,1.15E-123
18,ECHS1,0.53,65.1,4.00E-123
18,ARHGDIB,-1.3,4,5.88E-123
18,RGS1,-1.65,3.9,5.93E-123
18,HIST1H3F,0.4,13.6,1.32E-122
18,EXPH5,0.37,36.5,1.48E-122
18,NDUFS6,0.51,79.7,2.01E-122
18,DCTPP1,0.41,47.4,2.05E-122
18,GPR160,0.42,46.3,2.15E-122
18,AFG3L2,0.42,50.3,3.17E-122
18,NFATC2IP,0.51,58.3,4.16E-122
18,PCNT,0.4,30.8,4.27E-122
18,HNMT,0.32,34.7,6.34E-122
18,CDCA7L,0.33,24.4,1.46E-121
18,EIF3A,0.57,78.4,1.71E-121
18,COX6B1,0.47,86.6,2.96E-121
18,NFIA,0.29,37,4.12E-121
18,IARS2,0.4,47.9,5.40E-121
18,SVIL,0.37,38.5,7.00E-121
18,XPO1,0.41,48.4,8.43E-121
18,SCML1,0.32,29.7,1.13E-120
18,NANS,0.5,66,2.88E-120
18,HR,0.27,22.4,5.24E-120
18,UGT8,0.3,31.3,5.45E-120
18,ALDH2,0.43,64,9.30E-120
18,CYTIP,-1.08,3.3,1.27E-119
18,RHOBTB3,0.31,26,1.47E-119
18,TMSB4X,-0.95,96.4,1.63E-119
18,H1F0,0.41,55.5,3.67E-119
18,HDAC2,0.4,47.1,4.37E-119
18,NCKAP1,0.38,44,4.64E-119
18,SEMA6A,0.31,36.4,5.49E-119
18,GOT2,0.36,37.2,6.46E-119
18,HNRNPA3,0.51,79.5,6.65E-119
18,UQCC2,0.44,50,8.20E-119
18,GAR1,0.3,33,9.92E-119
18,BARD1,0.31,22.6,1.75E-118
18,CCDC112,0.38,37.4,2.25E-118
18,COX7B,0.5,82.9,5.95E-118
18,SNX7,0.27,28.5,9.41E-118
18,SHTN1,0.41,36,1.03E-117
18,HADHA,0.5,71.5,3.39E-117
18,SLC25A6,0.44,87.9,4.00E-117
18,RPL31,0.45,90.2,5.81E-117
18,FAM120A,0.51,67.5,6.98E-117
18,RCC1,0.28,24.7,1.10E-116
18,GMFG,-0.94,1.4,1.14E-116
18,TSPAN13,0.44,44.6,1.16E-116
18,PTCD3,0.42,47.6,1.97E-116
18,FRYL,0.45,71.3,2.30E-116
18,UQCRH,0.55,80.6,3.16E-116
18,RCC2,0.37,41,3.72E-116
18,NOM1,0.41,34.1,6.23E-116
18,UGDH,0.38,49,1.00E-115
18,TM9SF3,0.51,73.9,1.29E-115
18,BDP1,0.56,64.6,1.68E-115
18,PAWR,0.36,38.7,4.02E-115
18,S100A4,-1.86,7,5.92E-115
18,GCHFR,0.36,41.5,8.90E-115
18,ECH1,0.5,64.9,1.24E-114
18,KCNN4,0.34,29.3,1.46E-114
18,CXCR4,-2.25,5.2,3.40E-114
18,CMTM4,0.28,28.2,3.64E-114
18,HSPD1,0.39,80.5,6.26E-114
18,KCNE3,0.3,25.5,7.90E-114
18,NDUFB7,0.47,83,1.40E-113
18,RPS6,0.42,98.5,1.76E-113
18,SLC44A4,0.29,69.6,1.84E-113
18,NDUFS1,0.42,55.1,4.44E-113
18,PLA2G12A,0.28,29.4,6.57E-113
18,CDH1,0.31,61.4,7.00E-113
18,SMC1A,0.47,50.9,7.06E-113
18,PRRG4,0.26,29.9,1.46E-112
18,PRRC2A,0.41,45.7,1.74E-112
18,S100A14,0.32,68.7,2.14E-112
18,MRPS12,0.39,49.3,2.16E-112
